945.4,110.0
1654.55,110.0
1808.26,106.0
2638.51,106.0
2688.04,106.0
2238.03,110.0
3445.43,106.0
3995.86,90.0
988.02,106.0
3209.28,110.0
1765.29,110.0
2449.93,110.0
3953.75,90.0
3283.55,110.0
1967.8,110.0
754.5,110.0
1208.15,110.0
978.46,110.0
2909.69,110.0
3560.46,110.0
3889.96,90.0
3297.75,110.0
1431.53,110.0
2516.3,110.0
3860.31,110.0
686.26,110.0
3879.48,94.0
3189.67,110.0
3964.54,110.0
4003.69,110.0
2856.46,110.0
638.91,110.0
3601.23,106.0
3807.42,110.0
2140.67,110.0
2224.34,110.0
3539.09,110.0
1264.02,110.0
4126.78,88.08
1829.26,110.0
1640.85,110.0
2110.13,110.0
1729.84,110.0
783.54,110.0
656.91,110.0
3937.18,90.0
2210.29,110.0
691.18,106.0
3779.34,110.0
1942.08,110.0
3897.47,110.0
3868.29,90.0
3405.16,110.0
795.65,110.0
4041.34,90.0
3793.97,110.0
1525.63,110.0
526.03,110.0
3246.02,110.0
3161.63,110.0
4104.16,85.48
3671.54,110.0
4090.56,90.0
1628.53,110.0
3097.97,110.0
3345.25,110.0
3654.66,110.0
3499.81,106.0
1783.92,110.0
2800.69,110.0
2029.44,110.0
2956.67,110.0
2161.55,110.0
2826.46,110.0
3048.2,110.0
592.6,110.0
3849.86,90.0
4077.28,110.0
2325.0,110.0
1997.36,110.0
812.12,110.0
1659.79,106.0
2676.79,110.0
1011.04,110.0
619.51,110.0
3315.56,110.0
3145.19,110.0
1710.36,110.0
4102.25,112.13
3781.34,90.0
1842.17,106.0
1387.11,110.0
4005.78,106.0
3924.06,106.0
996.77,110.0
3006.83,110.0
2585.39,110.0
3941.62,98.0
2773.07,110.0
2155.89,106.0
3386.68,110.0
2989.11,110.0
1778.37,106.0
2122.9,106.0
2220.53,106.0
4075.2,106.0
1066.93,110.0
1934.46,106.0
2943.93,110.0
1222.21,110.0
707.38,110.0
2305.44,110.0
3831.67,90.0
962.66,110.0
907.04,110.0
3830.21,110.0
1306.68,110.0
2628.91,110.0
3144.11,102.0
1813.24,110.0
3762.12,90.0
1867.72,110.0
840.08,110.0
3796.08,90.0
2558.89,110.0
873.43,110.0
2852.71,106.0
4035.44,110.0
1086.6,110.0
1241.82,110.0
588.7,106.0
509.87,110.0
753.41,106.0
1366.81,110.0
2663.08,110.0
1121.9,110.0
3177.14,110.0
3669.44,106.0
2707.13,110.0
3211.32,106.0
1605.3,110.0
1106.31,106.0
2721.42,110.0
3024.89,110.0
1285.8,110.0
3881.38,110.0
2203.44,106.0
3987.17,110.0
1340.9,110.0
4106.98,115.96
3591.06,110.0
3712.42,110.0
3877.04,106.0
3230.27,110.0
3483.9,110.0
3728.28,110.0
3551.38,106.0
738.24,110.0
3610.89,110.0
2238.35,106.0
1321.97,110.0
2885.36,106.0
4110.11,84.43
890.06,110.0
3908.88,90.0
1483.15,110.0
1566.14,106.0
4018.21,110.0
2668.58,106.0
3770.21,94.0
1541.76,110.0
2091.44,110.0
578.44,110.0
2929.52,110.0
3112.71,110.0
4062.78,110.0
2387.55,106.0
3577.1,110.0
2302.03,106.0
854.92,110.0
3749.41,110.0
3437.01,110.0
3295.35,106.0
1462.22,110.0
1169.19,110.0
1854.83,110.0
3266.18,110.0
3648.76,106.0
3972.76,90.0
3903.02,94.0
3699.19,110.0
3136.85,106.0
3362.39,110.0
3923.85,90.0
940.09,106.0
3324.68,106.0
3873.31,102.0
3640.43,110.0
3227.78,106.0
1876.06,106.0
3517.97,110.0
517.63,106.0
930.34,110.0
3969.62,94.0
1330.39,106.0
827.49,110.0
1536.4,106.0
3819.14,90.0
3058.54,106.0
1412.75,110.0
1316.95,106.0
3856.31,94.0
2196.14,110.0
2619.26,106.0
2913.76,106.0
2316.74,106.0
3757.23,106.0
2376.78,110.0
1128.98,106.0
1891.73,110.0
796.88,106.0
2877.49,110.0
3288.3,102.0
899.92,106.0
676.61,106.0
1748.22,110.0
2177.92,110.0
2222.04,102.0
3179.69,106.0
605.93,110.0
866.43,106.0
1344.61,106.0
2076.75,110.0
3844.11,94.0
2784.9,106.0
669.33,110.0
4071.07,90.0
2464.73,110.0
1100.56,110.0
3100.51,106.0
3782.88,94.0
553.19,110.0
3931.72,110.0
3990.11,94.0
4018.76,90.0
3497.69,110.0
3941.98,94.0
2353.18,110.0
2602.07,110.0
1771.96,102.0
917.57,102.0
3610.01,102.0
1440.63,106.0
921.28,106.0
2106.79,106.0
3446.47,102.0
1796.81,110.0
2970.35,110.0
1239.18,106.0
1687.57,110.0
3909.99,110.0
3390.72,106.0
2442.47,106.0
4056.95,106.0
4111.38,87.59
4091.71,94.0
3708.6,106.0
1152.2,110.0
2802.6,106.0
4006.38,94.0
2960.25,106.0
962.81,106.0
4024.15,106.0
2410.13,110.0
3413.31,106.0
3561.07,102.0
3584.51,106.0
770.6,110.0
626.09,106.0
1084.49,106.0
